Role,word,frequency,compound
author,revitalization,1,0.5859
author,demolished,8,-0.6369
author,detained,19,-0.6369
author,detain,1,-0.5859
author,blight,7,-0.6369
author,nazi,1,-0.6808
author,spectacularly,2,0.6369
author,obsessed,2,-0.5859
author,rallying,1,0.5267
author,condemnation,4,-0.6369
author,ostracism,26,-0.6369
author,egalitarian,10,0.5859
author,allies,7,0.29600000000000004
author,yelling,1,-0.6369
author,ridicule,2,-0.6369
author,deterrence,5,-0.3818
author,victimize,1,-0.6369
author,disapproval,4,-0.5859
author,angrily,1,-0.6369
author,boasting,6,-0.5859
author,favoritism,2,-0.6369
author,disappoint,7,-0.5859
author,poisonous,9,-0.6369
author,vanguard,1,0.29600000000000004
author,invective,1,-0.6369
author,ashamed,4,-0.6369
author,eros,54,0.5859
author,verve,2,0.5859
author,stumped,1,-0.3818
author,redemption,1,0.5859
author,ruffled,8,-0.29600000000000004
author,overflowing,2,0.5859
author,thrives,5,0.5859
author,touchy,1,-0.5859
author,marveled,1,0.5859
author,unwary,2,-0.5859
author,abstinence,17,-0.29600000000000004
author,pressured,2,-0.5267
author,miracle,4,0.6369
author,retrospection,2,0.2023
author,unleash,7,0.3818
author,vagrant,1,-0.6369
author,rhapsody,4,0.5859
author,dainty,3,0.3818
author,thoughtless,3,-0.6369
author,contemplation,2,0.3818
author,belittling,1,-0.6369
author,veritable,5,0.3818
author,endured,5,-0.5267
author,eternal,3,0.29600000000000004
author,corrupts,3,-0.6369
author,diviner,5,0.2023
author,calmar,1,0.3818
author,keener,5,0.3818
author,protectionist,1,-0.5267
author,underutilised,1,-0.3818
author,dote,1,0.5267
author,rekindled,1,0.5267
author,delusion,1,-0.6369
author,obituary,1,-0.6369
author,laments,2,-0.6369
author,hindrances,8,-0.5859
author,sluggishness,5,-0.5859
author,unsystematic,4,-0.5859
author,sarcasm,1,-0.5267
author,unimaginable,2,-0.6369
author,impartially,2,0.2023
author,popularize,4,0.29600000000000004
author,sophistical,1,-0.6369
author,rationalising,1,-0.29600000000000004
author,tutor,137,0.29600000000000004
author,courtship,30,0.2023
author,reconnect,10,0.3818
author,unthinkable,5,-0.6369
author,upend,2,-0.3818
author,luxurious,2,0.5859
author,ascended,5,0.3818
author,ardent,2,0.6369
author,unearth,6,0.29600000000000004
author,aptitude,9,0.3818
author,flaming,2,-0.5859
author,felicitous,4,0.5859
author,energized,2,0.5859
author,enjoying,4,0.5859
author,protagonist,5,0.3818
author,dearly,4,0.3818
author,foresight,19,0.5267
author,worship,2,0.6369
author,admiration,7,0.6369
author,heaven,10,0.5859
author,meagre,2,-0.5859
author,exuberant,4,0.6369
author,obliteration,5,-0.6808
author,unfavorably,2,-0.5859
author,insatiate,1,-0.5267
author,imperfectness,5,-0.3818
author,duller,2,-0.5267
author,introspect,3,0.2023
author,cling,3,-0.29600000000000004
author,rationalisation,3,-0.29600000000000004
author,preposterous,1,-0.6369
author,vehemently,2,-0.5267
author,sniffle,1,-0.2023
author,benevolently,2,0.5859
author,detrimentally,11,-0.6369
author,edify,1,0.5267
author,salutary,6,0.5859
author,morass,1,-0.5859
author,engager,1,0.3818
author,steeped,2,-0.2023
author,tranquil,5,0.5267
author,misbehave,1,-0.5859
author,prudence,5,0.3818
author,boldness,6,0.5267
author,comic,5,0.2023
author,verbosity,5,-0.5267
author,entertaining,6,0.5859
author,anarchy,1,-0.6369
author,frugal,2,0.3818
author,immoderate,1,-0.5859
author,immodest,2,-0.5859
author,indictment,3,-0.6369
author,uncontrollability,3,-0.6369
author,steadier,3,0.29600000000000004
author,disputing,9,-0.29600000000000004
author,testimony,11,0.2023
author,rosy,5,0.5859
author,unquestioning,1,-0.5267
author,neurotic,1,-0.5859
author,cancelation,7,-0.3818
author,vexed,3,-0.5859
author,suspense,2,0.3818
author,acclaimed,7,0.6369
author,erotic,2,-0.29600000000000004
author,snippy,4,-0.5859
author,fishy,2,-0.5859
author,compels,3,-0.29600000000000004
author,stylish,2,0.5267
author,fuhrer,5,-0.6808
author,charitable,13,0.5859
author,instinct,6,0.2023
author,misdirection,3,-0.3818
author,expendable,5,-0.6369
author,flourishing,7,0.6369
author,infallible,9,0.6369
author,downsize,7,-0.5267
author,asylum,58,-0.29600000000000004
author,terseness,4,-0.2023
author,championing,1,0.5859
author,opinionated,7,-0.3818
author,stifle,2,-0.5859
author,emotive,6,0.29600000000000004
author,repealed,3,-0.5267
author,misstep,7,-0.5267
author,populism,3,-0.3818
author,alarmist,1,-0.6369
author,persecution,5,-0.6597
author,reunification,1,0.5267
author,fleeing,4,-0.6369
author,incoherency,2,-0.5859
author,glorious,1,0.6369
author,showpiece,1,0.3818
author,steadfastly,1,0.3818
author,blowup,2,-0.5859
author,inventors,6,0.5859
author,demerit,2,-0.5859
author,repute,1,0.3818
author,pledge,16,0.29600000000000004
author,negotiating,12,0.2023
author,pledging,8,0.2023
author,polemical,4,-0.5267
author,blithe,2,0.5267
author,perpetuation,8,-0.5267
author,monotony,3,-0.5859
author,caricature,4,-0.3818
author,purist,4,-0.29600000000000004
author,deterring,1,-0.5267
author,grievances,2,-0.5859
author,pledged,6,0.29600000000000004
author,colonialism,5,-0.6369
author,oppression,1,-0.6369
author,trickery,2,-0.6369
author,slacking,1,-0.5859
author,abject,3,-0.6369
author,morally,6,0.29600000000000004
author,politicized,1,-0.5859
author,entice,4,0.3818
author,espouse,1,0.29600000000000004
author,tidiness,2,0.3818
author,unambitious,6,-0.5859
author,cogency,3,0.5859
author,impolite,1,-0.5859
author,comical,1,0.5267
author,overenthusiastic,6,-0.5267
author,lingered,2,-0.29600000000000004
author,heartened,5,0.5267
author,sympathetically,3,0.5267
author,inordinate,5,-0.5859
author,orphaned,5,-0.6369
author,helpfulness,1,0.5859
author,desireable,1,0.5859
author,showmanship,2,0.3818
author,brooding,21,-0.5859
author,frustrate,8,-0.5859
author,insinuating,1,-0.5859
author,healthiness,1,0.5859
author,lackluster,4,-0.5859
author,trickiest,2,-0.3818
author,disrupter,1,-0.5267
author,participatory,29,0.3818
author,peril,1,-0.6369
author,overblow,3,-0.5267
author,fratricidal,1,-0.6369
author,frosty,1,-0.5267
author,outbursts,5,-0.5859
author,vibrant,5,0.5859
author,irritative,5,-0.5267
author,sissy,1,-0.6369
author,equable,1,0.3818
author,repetitious,7,-0.5267
author,emigrant,1,-0.29600000000000004
author,contended,5,0.3818
author,trickiness,1,-0.3818
author,impressible,1,0.29600000000000004
author,uncomfortably,2,-0.3818
author,admired,6,0.6369
author,suing,4,-0.5267
author,shattering,12,-0.6369
author,defector,4,-0.6369
author,opponents,19,-0.5267
author,lateness,1,-0.5267
author,lucrative,4,0.5859
author,respite,4,0.3818
author,affectivity,1,0.2023
author,exigency,1,-0.3818
author,irrefutable,11,0.5859
author,awkwardness,2,-0.5267
author,breezy,1,0.3818
author,glib,3,-0.5859
author,commendatory,3,0.5859
author,romance,3,0.5267
author,tacky,4,-0.5859
author,harmonizes,2,0.5267
author,quirkiness,1,0.3818
author,regurgitate,3,-0.5859
author,exalt,1,0.5859
author,commercialize,6,-0.3818
author,diminishment,5,-0.5267
author,atrocious,1,-0.6808
author,inordinately,4,-0.5267
author,friendlier,3,0.5267
author,incriminating,1,-0.6369
author,unideal,1,-0.5267
author,scrupulous,11,0.5859
author,queasy,1,-0.5267
author,outlaw,5,-0.5859
author,wars,18,-0.6369
author,feuds,3,-0.5859
author,peaceful,2,0.5859
author,victory,2,0.5859
author,aggressions,1,-0.5859
author,tediously,1,-0.5859
author,unforgiving,2,-0.6369
author,prepossession,2,0.29600000000000004
author,plunged,7,-0.6369
author,stealthy,1,-0.3818
author,approachability,1,0.5267
author,ominous,2,-0.6369
author,resolutely,3,0.5267
author,relinquished,2,-0.3818
author,creator,7,0.3818
author,rumor,2,-0.5859
author,undervaluing,1,-0.5859
author,inefficacy,6,-0.6369
author,deafening,7,-0.6369
author,reductionistic,5,-0.5859
author,deluge,5,-0.5859
author,angers,9,-0.5859
author,sacred,3,0.5859
author,dread,4,-0.6369
author,dreads,1,-0.6369
author,excitements,1,0.5859
author,timidly,1,-0.3818
author,revere,3,0.6369
author,neatness,6,0.3818
author,sagacious,1,0.5859
author,derisory,1,-0.6369
author,setback,4,-0.5859
author,favorites,3,0.3818
author,disillusioning,1,-0.5859
author,undeserved,1,-0.6369
author,unworthy,2,-0.6369
author,oppositional,2,-0.5267
author,tardy,1,-0.5267
author,lightened,12,0.3818
author,amenability,6,0.3818
author,inhumane,2,-0.6808
author,crooked,7,-0.5859
author,poach,1,-0.5859
author,enthuse,1,0.5859
author,misremember,39,-0.3818
author,upsurge,6,0.5267
author,instinctive,14,0.2023
author,bristled,2,-0.5267
author,harrowing,1,-0.6369
author,deadwood,4,-0.5267
author,cautivo,1,0.29600000000000004
author,qualm,3,-0.5267
author,credulous,1,-0.5859
author,crusade,2,-0.29600000000000004
author,vitalize,2,0.5267
author,denigrate,3,-0.6369
author,unprepared,3,-0.5859
author,repercussion,7,-0.5267
author,abusers,21,-0.6808
author,vintage,11,0.29600000000000004
author,irksome,1,-0.5859
author,knell,2,-0.6369
author,brusque,3,-0.5859
author,transcendent,1,0.6369
author,uncorrectable,2,-0.6369
author,expired,4,-0.6369
author,irresistible,1,0.6369
author,wrongness,7,-0.5859
author,romantic,10,0.5267
author,beneficence,4,0.6369
author,teammate,2,0.3818
author,castigated,1,-0.6369
author,morals,3,0.29600000000000004
author,amoral,1,-0.6369
author,teammates,1,0.3818
author,approbation,3,0.5859
author,taboo,1,-0.5859
author,loyalty,3,0.5859
author,blooming,23,0.5859
author,ambrosia,1,0.5859
author,sympathy,7,0.5267
author,hated,3,-0.6808
author,craving,10,0.3818
author,sob,5,-0.6369
author,thrall,4,-0.29600000000000004
author,firmness,10,0.29600000000000004
author,loving,3,0.6369
author,injudicious,1,-0.5859
author,defiantly,1,-0.3818
author,liar,1,-0.6369
author,shunned,2,-0.6369
author,shiver,3,-0.3818
author,abounding,1,0.5859
author,antagonisms,7,-0.6369
author,attune,3,0.29600000000000004
author,usurping,1,-0.6369
author,disconcerted,1,-0.5267
author,enchanted,1,0.6369
author,cheers,7,0.5267
author,profusion,6,0.3818
author,enervation,1,-0.5859
author,inelegance,1,-0.5859
author,longed,2,0.5267
author,crossly,1,-0.5859
author,unaccountable,2,-0.5859
author,predaceous,3,-0.5267
author,testifying,3,0.2023
author,extenuating,2,-0.29600000000000004
author,carcasses,11,-0.6369
author,whine,7,-0.6369
author,uncluttered,3,0.3818
author,coax,3,0.3818
author,misjudge,1,-0.5859
author,optimisms,5,0.5859
author,dazzler,1,0.5859
author,respectability,1,0.3818
author,bulimia,6,-0.6369
author,startled,3,-0.3818
author,anorectic,2,-0.6369
author,boundlessly,1,0.6369
author,pyrrhic,1,-0.6369
author,travesty,1,-0.6369
author,intolerably,2,-0.6808
author,subversive,4,-0.5859
author,unmanageable,7,-0.5859
author,misguidance,4,-0.5859
author,emotionality,4,0.2023
author,sobering,2,-0.5267
author,sins,8,-0.6369
author,expediency,2,-0.29600000000000004
author,hostage,1,-0.6369
author,carer,1,0.5267
author,heightening,4,0.3818
author,overrefined,1,-0.5267
author,disinclined,4,-0.3818
author,uninterested,5,-0.3818
author,fumble,1,-0.5267
author,uneducated,28,-0.6369
author,educating,13,0.5267
author,disarming,3,0.3818
author,oppressed,1,-0.6369
author,heatedly,1,-0.5267
author,regressive,32,-0.6369
author,musings,1,0.2023
author,irrepairable,1,-0.6369
author,merry,5,0.5267
author,rapport,3,0.5267
author,stockpiling,7,-0.3818
author,apprehension,2,-0.5267
author,infamously,1,-0.6369
author,prejudicial,3,-0.6369
author,unchained,1,0.2023
author,annoyances,3,-0.3818
author,recommand,8,0.5859
author,reforms,2,0.29600000000000004
author,sorrowing,2,-0.5859
author,injurious,15,-0.6369
author,dwindle,1,-0.5859
author,believers,13,0.2023
author,injuring,5,-0.6369
author,instigator,2,-0.5859
author,clapping,2,0.5267
author,disdain,4,-0.6369
author,overpromise,2,-0.5859
author,purges,3,-0.6369
author,stereotyping,4,-0.5859
author,tantalizingly,3,0.5859
author,partiality,2,-0.5267
author,uprising,2,-0.5267
author,awarding,1,0.5267
author,charm,7,0.5267
author,chilly,1,-0.3818
author,blatantly,4,-0.6369
author,tireless,1,0.6369
author,smolders,3,-0.3818
author,choked,1,-0.5859
author,perspicacity,1,0.5859
author,communicability,5,0.3818
author,slaughtering,2,-0.6808
author,butchery,3,-0.6369
author,stillborn,3,-0.6808
author,pressurize,3,-0.5859
author,payback,8,-0.5267
author,bankrupt,1,-0.6369
author,liquidated,1,-0.6369
author,avowed,1,0.2023
author,hallucinating,3,-0.6369
author,anticipations,4,0.29600000000000004
author,unaccomplished,1,-0.5859
author,liberalization,6,0.29600000000000004
author,polluters,1,-0.6369
author,fulfilment,2,0.5859
author,innovators,1,0.5859
author,blockbuster,2,0.5859
author,genuineness,1,0.5859
author,indict,1,-0.6369
author,reinvention,2,0.3818
author,acquisitive,5,-0.3818
author,imperils,2,-0.6369
author,venomous,6,-0.6369
author,envenomed,1,-0.6369
author,allegiance,1,0.29600000000000004
author,mastermind,5,0.29600000000000004
author,deviants,10,-0.5859
author,attunement,2,0.3818
author,overcritically,1,-0.6369
author,loneliness,46,-0.6369
author,confide,2,0.3818
author,rebel,1,-0.29600000000000004
author,edifying,1,0.5859
author,cheapest,8,-0.6369
author,loathe,4,-0.6808
author,concedes,3,-0.29600000000000004
author,decrepitude,1,-0.6369
author,persuasiveness,6,0.5267
author,endurable,1,0.3818
author,grim,12,-0.6369
author,overstrain,4,-0.5859
author,contributive,2,0.5859
author,portending,1,-0.5267
author,moron,2,-0.6808
author,unfettered,1,0.5267
author,bane,2,-0.6369
author,knockoff,67,-0.5859
author,powerless,5,-0.6369
author,entrancing,1,0.6369
author,manipulatable,4,-0.5267
author,mollified,1,0.3818
author,soaring,1,0.5859
author,idol,3,0.2023
author,valor,4,0.6369
author,overdoing,4,-0.3818
author,brilliance,6,0.6369
author,uncompelling,1,-0.5859
author,refuses,4,-0.5859
author,jeopardise,2,-0.6369
author,glamour,1,0.5267
author,gloom,1,-0.6369
author,admonished,1,-0.5859
author,rebrand,1,0.2023
author,flee,2,-0.6369
author,selfless,2,0.6369
author,smug,1,-0.6369
author,harbinger,3,-0.29600000000000004
author,agonized,1,-0.6369
author,crumbled,3,-0.5859
author,auspiciously,1,0.5859
author,stately,1,0.3818
author,maturely,2,0.3818
author,hyperreactive,3,-0.5267
author,downright,4,-0.5859
author,illustrious,2,0.6369
author,vitiate,2,-0.5859
author,chatter,3,-0.29600000000000004
author,mocked,2,-0.6369
author,opportunist,1,-0.5267
author,overcrowd,2,-0.6369
author,overplay,3,-0.3818
author,deluged,1,-0.5859
author,outrageously,1,-0.6369
author,ghetto,1,-0.6369
author,precarious,5,-0.5859
author,pressuring,2,-0.5859
author,surly,2,-0.6369
author,strutted,1,-0.29600000000000004
author,reassurances,1,0.3818
author,underrating,5,-0.5859
author,defeated,7,-0.6369
author,dizzy,7,-0.3818
author,absolution,3,0.29600000000000004
author,ira,11,-0.6369
author,frowning,2,-0.5267
author,fortify,1,0.3818
author,nourished,1,0.5859
author,dirtier,2,-0.5859
author,calmest,1,0.3818
author,honors,2,0.5859
author,youthful,10,0.5267
author,tarnish,3,-0.5859
author,anecdote,6,-0.2023
author,undernourishment,8,-0.6369
author,horrendous,2,-0.6808
author,dispelled,3,-0.29600000000000004
author,quashed,1,-0.6369
author,gusher,1,-0.29600000000000004
author,uneventful,2,-0.3818
author,labyrinthine,18,-0.3818
author,passions,1,0.3818
author,thrilling,2,0.6369
author,undeservedly,1,-0.5859
author,nerdiest,1,-0.29600000000000004
author,falter,2,-0.5267
author,overcautious,1,-0.5267
author,malicious,6,-0.6808
author,overcritical,5,-0.6369
author,masterful,5,0.6369
author,perfections,1,0.6369
author,nonviable,2,-0.6369
author,pedantry,1,-0.5859
author,stifled,7,-0.5859
author,hyperexcitable,5,-0.5859
author,soreness,3,-0.3818
author,earache,2,-0.5859
author,lightheaded,1,-0.29600000000000004
author,hotbed,1,-0.5267
author,misadaptation,1,-0.5859
author,painfully,7,-0.6369
author,impracticality,3,-0.5859
author,calming,1,0.5267
author,supercharged,2,0.5859
author,scurvy,1,-0.6369
author,motherly,1,0.5859
author,drama,7,-0.29600000000000004
author,swindles,3,-0.6369
author,possessive,3,-0.3818
author,polluter,1,-0.6369
author,bonito,4,0.5267
author,plight,2,-0.6369
author,imbued,2,0.29600000000000004
author,untrusted,1,-0.5859
author,cabal,31,-0.5859
author,battleground,4,-0.5267
author,rebellious,2,0.29600000000000004
author,manifesto,3,0.2023
author,blotchy,6,-0.5267
author,devastated,2,-0.6808
author,lopsided,1,-0.5267
author,immediacy,3,0.2023
author,fouled,1,-0.6369
author,undervalues,1,-0.5859
author,apocryphal,1,-0.5267
author,animating,1,0.3818
author,transgressing,1,-0.5267
author,fling,1,-0.29600000000000004
author,foment,1,-0.5859
author,twinge,1,-0.3818
author,prolix,2,-0.5859
author,tempest,10,-0.5267
author,excused,3,-0.2023
author,unacknowledged,2,-0.5267
author,disproof,7,-0.5267
author,outpaced,4,-0.29600000000000004
author,uprisings,1,-0.6369
author,enslavement,1,-0.6808
author,relives,2,-0.29600000000000004
author,discomforting,2,-0.5267
author,prodding,4,-0.29600000000000004
author,preoccupation,1,-0.29600000000000004
author,industriously,1,0.5267
author,indebtedness,2,-0.29600000000000004
author,dwindling,2,-0.5859
author,surged,3,0.5267
author,redeem,2,0.5267
author,elysium,3,0.6369
author,dishonestly,3,-0.6369
author,tendentious,3,-0.5859
author,evasiveness,1,-0.5859
author,enthused,1,0.5859
author,calculative,2,-0.3818
author,disparaging,1,-0.6369
author,lament,1,-0.6369
author,rebuffed,1,-0.6369
author,betray,3,-0.6369
author,misinformed,3,-0.5267
author,fluff,3,-0.3818
author,affinitive,2,0.5267
author,tenaciously,1,0.5267
author,beautify,1,0.3818
author,winced,1,-0.5859
author,congratulatory,6,0.6369
author,theft,5,-0.6369
author,esthetic,4,0.5267
author,feminize,1,-0.29600000000000004
author,painkiller,1,0.3818
author,writhe,11,-0.6369
author,sentience,1,0.2023
author,orphans,8,-0.6369
author,longshot,6,-0.29600000000000004
author,watchfulness,2,0.3818
author,scapegoat,1,-0.6369
author,saboteur,1,-0.6369
author,reminiscence,3,0.3818
author,flattered,2,0.5859
author,presaging,1,-0.29600000000000004
author,pejorative,6,-0.6369
author,casualties,5,-0.6369
author,miraculous,2,0.6369
author,unassertive,1,-0.5267
author,impoverish,1,-0.6369
author,surprisingness,1,0.3818
author,mutter,3,-0.5267
author,comrades,5,0.29600000000000004
author,topple,5,-0.5859
author,watchful,7,0.3818
author,divine,9,0.5267
author,religiosity,4,0.2023
author,retribution,6,-0.6369
author,spiritual,13,0.3818
author,superstitious,3,-0.5267
author,disbelief,1,-0.5859
author,miracles,1,0.6369
author,deflationary,1,-0.5267
author,laughed,2,0.3818
author,jewel,5,0.5859
author,thwarts,2,-0.5859
author,stimulative,1,0.3818
author,salvageable,3,0.29600000000000004
author,clout,3,0.29600000000000004
author,trampled,3,-0.6369
author,rationalist,2,0.2023
author,deliberative,8,0.29600000000000004
author,assertiveness,1,0.3818
author,battles,3,-0.5267
author,plummeted,1,-0.6369
author,sprawling,5,-0.29600000000000004
author,splurge,1,0.29600000000000004
author,mindfulness,9,0.5859
author,selfishness,19,-0.6369
author,egoistic,11,-0.6369
author,profiting,9,-0.29600000000000004
author,catastrophes,3,-0.6808
author,sweetens,1,0.3818
author,eagerness,3,0.5859
author,horror,3,-0.6369
author,valuableness,1,0.5859
author,laughable,4,-0.6369
author,provocation,3,-0.5267
author,undesirably,3,-0.5859
author,overheated,5,-0.5859
author,overwrought,2,-0.6369
author,recontamination,14,-0.6369
author,entrepreneurs,6,0.5267
author,humanitarian,10,0.6369
author,slum,5,-0.6369
author,lifesaver,2,0.6369
author,entrepreneurial,2,0.5267
author,crippled,5,-0.6369
author,anticipative,1,0.5267
author,drab,1,-0.5859
author,passivity,9,-0.5267
author,burnout,2,-0.6369
author,harshest,1,-0.6369
author,fussy,2,-0.5267
author,predestined,1,0.2023
author,cramped,5,-0.5859
author,reassert,1,0.2023
author,inexhaustible,4,0.5859
author,worldly,1,0.2023
author,impressionable,1,-0.29600000000000004
author,vicarious,52,0.29600000000000004
author,suggestibility,6,-0.29600000000000004
author,craftiness,1,-0.5859
author,hubristic,1,-0.6369
author,silicotic,1,-0.6369
author,mitigator,9,0.29600000000000004
author,gifted,2,0.5859
author,masterly,1,0.6369
author,blackout,9,-0.5859
author,affirmations,8,0.3818
author,heartstring,3,0.29600000000000004
author,abase,11,-0.6369
author,communality,4,0.3818
author,incertitude,1,-0.29600000000000004
author,crumble,1,-0.5267
author,immortalize,8,0.5859
author,leaderless,1,-0.5859
author,prejudicing,1,-0.5859
author,falseness,2,-0.6369
author,shout,1,-0.3818
author,stumbles,3,-0.3818
author,falsehoods,2,-0.6369
author,combatting,4,0.3818
author,partisanship,8,-0.5267
author,animosity,1,-0.6369
author,falsehood,2,-0.6369
author,gratification,2,0.5267
author,ephemerality,1,-0.29600000000000004
author,smile,25,0.5267
author,captivation,1,0.5859
author,lengthiness,1,-0.5859
author,intellect,1,0.5859
author,relentless,2,-0.5267
author,craftsmanship,2,0.5859
author,purists,2,-0.29600000000000004
author,cringe,1,-0.6369
author,coerce,2,-0.6369
author,pathetic,2,-0.6369
author,lacerated,1,-0.6369
author,contending,4,0.2023
author,frivolous,2,-0.5859
author,plummet,3,-0.6369
author,repugnance,2,-0.6808
author,precipice,1,-0.5859
author,withdraws,1,-0.3818
author,pernickety,1,-0.3818
author,weeps,1,-0.6369
author,depredation,2,-0.6369
author,hesitancy,8,-0.3818
author,unpaid,3,-0.5267
author,consummation,2,0.5859
author,devaluing,2,-0.6369
author,memorability,17,0.3818
author,riches,1,0.29600000000000004
author,pacifist,1,0.5267
author,dunce,4,-0.6369
author,smiling,4,0.5267
author,fortifying,1,0.3818
author,benefic,1,0.5859
author,censorship,1,-0.6369
author,radicalization,1,-0.6369
author,inauthentic,1,-0.6369
author,pester,4,-0.5859
author,killings,11,-0.6808
author,ambush,4,-0.6369
author,gregariousness,3,0.5267
author,decimation,6,-0.6369
author,declive,1,-0.5267
author,seductive,1,0.3818
author,stalemate,1,-0.5267
author,saddening,1,-0.6369
author,infringed,1,-0.5859
author,misdescription,2,-0.5859
author,frigid,6,-0.6369
author,passionate,1,0.6369
author,maestro,2,0.5859
author,aspired,3,0.5859
author,untidy,2,-0.5267
author,intimidating,1,-0.5859
author,pandemia,1,-0.6369
author,grandiloquent,2,-0.3818
author,proclaimed,3,0.2023
author,tidings,1,0.29600000000000004
author,fonder,1,0.3818
author,nobler,1,0.5267
author,disoriented,6,-0.5267
author,offbeat,1,0.29600000000000004
author,disorientation,20,-0.5859
author,homicide,2,-0.6808
author,obnoxious,1,-0.6369
author,criminality,3,-0.6369
author,idealistically,1,0.3818
author,sidelined,1,-0.5267
author,deplored,1,-0.6369
author,jeopardy,11,-0.5267
author,frankness,4,0.3818
author,deserted,4,-0.6369
author,cruciality,1,0.5859
author,slammed,2,-0.6369
author,courting,1,-0.29600000000000004
author,rehabilitative,10,0.3818
author,anguish,1,-0.6808
author,agony,1,-0.6808
author,laughter,5,0.5859
author,laugh,1,0.5267
author,encroachments,2,-0.5859
author,sleuth,17,0.2023
author,reclaiming,3,0.3818
author,dutiful,1,0.5267
author,trepidation,1,-0.5859
author,needy,1,-0.5859
author,mending,3,0.3818
author,beset,2,-0.5859
author,embellish,3,-0.29600000000000004
author,voidness,2,-0.29600000000000004
author,outlast,7,0.2023
author,rusty,13,-0.3818
author,halfhearted,1,-0.5859
author,publicized,3,0.2023
author,certifiable,5,-0.5859
author,recuperate,1,0.3818
author,fattening,3,-0.5859
author,nurtured,2,0.5859
author,smelly,1,-0.5859
author,prizes,12,0.5859
author,backfire,11,-0.5859
author,promotions,2,0.3818
author,ordeal,2,-0.6369
author,vandal,2,-0.6369
author,spurt,1,0.2023
author,guillotine,1,-0.6369
author,epicure,1,0.5267
author,unheralded,1,-0.29600000000000004
author,disastrously,1,-0.6808
author,feverishly,1,-0.29600000000000004
author,unconventionality,1,0.2023
author,assuredness,2,0.5267
author,dismantle,3,-0.5267
author,spiteful,36,-0.6369
author,retaliatory,8,-0.6369
author,shunning,7,-0.6369
author,outcry,1,-0.5859
author,talent,7,0.5267
author,cheated,2,-0.6369
author,subversion,4,-0.6369
author,shakiness,2,-0.5267
author,sedative,1,-0.29600000000000004
author,remorse,2,-0.6369
author,malpractice,3,-0.6369
author,failings,3,-0.5859
author,amicable,2,0.5859
author,gratefulness,1,0.6369
author,rotting,1,-0.6369
author,affections,1,0.5267
author,awakened,3,0.3818
author,awaken,3,0.29600000000000004
author,convict,2,-0.5859
author,bigot,4,-0.6808
author,untruthful,1,-0.6369
author,sternly,1,-0.5267
author,expressiveness,1,0.5267
author,addicts,3,-0.6369
author,commanded,8,-0.2023
author,scantiness,2,-0.5859
author,fallible,1,-0.3818
author,florid,8,-0.29600000000000004
author,displeasure,1,-0.5859
author,reprieve,2,0.3818
author,inspiringly,3,0.6369
author,overcorrect,3,-0.5267
author,impassion,1,0.5267
author,oasis,5,0.5859
author,wrongful,1,-0.6369
author,regal,2,0.5859
author,agitate,1,-0.5267
author,cynical,2,-0.6369
author,uninspiring,3,-0.5859
author,attractivity,1,0.3818
author,clinched,1,0.29600000000000004
author,begrudgingly,1,-0.5267
author,hijackers,2,-0.6808
author,subduing,1,-0.5267
author,slumber,2,0.2023
author,exuded,5,0.29600000000000004
author,perfumed,2,0.29600000000000004
author,disorient,2,-0.5859
author,stink,1,-0.6369
author,odorous,2,-0.5859
author,unglamorous,1,-0.5267
author,dangerously,8,-0.6369
author,atone,1,-0.29600000000000004
author,groped,1,-0.6808
author,enjoyment,13,0.5859
author,menial,1,-0.5859
author,unbreakable,2,0.5859
author,murderer,2,-0.6808
author,conformist,35,-0.3818
author,inventiveness,2,0.6369
author,gasps,1,-0.29600000000000004
author,wanderlust,1,0.5859
author,hysteric,1,-0.6369
author,ameliorative,8,0.5267
author,upholds,2,0.5267
author,temptations,1,-0.3818
author,impulsiveness,2,-0.5267
author,abysmal,3,-0.6808
author,rekindle,2,0.3818
author,bemoan,2,-0.5859
author,indelible,2,0.5859
author,chagrined,1,-0.5859
author,shamelessly,1,-0.6369
author,blackface,1,-0.6808
author,jittery,1,-0.5267
author,objectify,4,-0.5859
author,paroxysm,3,-0.5859
author,sanctions,26,-0.5859
author,violator,9,-0.6369
author,individualism,6,0.29600000000000004
author,indulgence,4,-0.29600000000000004
author,quirky,2,0.3818
author,insulted,1,-0.6369
author,reprimanding,1,-0.5859
author,emancipative,2,0.6369
author,uneasily,1,-0.3818
author,resenting,1,-0.5859
author,rivalries,1,-0.3818
author,activeness,1,0.3818
author,obtrusive,1,-0.5859
author,authoritarianism,8,-0.6369
author,authoritarian,4,-0.6369
author,obedient,1,-0.29600000000000004
author,facade,1,-0.5267
author,counterfeiter,3,-0.6369
author,insincere,2,-0.6369
author,poisonings,3,-0.6808
author,fantasy,4,0.29600000000000004
author,stricken,11,-0.6369
author,pliant,4,-0.29600000000000004
author,entrusting,1,0.3818
author,distractibility,4,-0.5267
author,revered,2,0.6369
author,disadvantageously,2,-0.5859
author,meaninglessness,2,-0.6369
author,legitimized,1,0.29600000000000004
author,medalist,1,0.5859
author,strangle,1,-0.6369
author,carping,1,-0.6369
author,flaky,1,-0.5859
author,amazement,1,0.6369
author,oversupply,3,-0.5859
author,prosperous,4,0.5859
author,bettered,3,0.3818
author,stridently,1,-0.5859
author,rivalling,2,-0.29600000000000004
author,iffy,2,-0.5267
author,dismembered,1,-0.6808
author,salute,1,0.5859
author,uncomforting,1,-0.5267
